adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating cost,sold_price
"Böcklinge 4, Böcklinge, Eskilstuna",59.2962115213,16.215469041,156.0,2762.0,False,1,1,7.0,1909,45 471,2 750 000
"Djupa Klanghörnsvägen 4446, None, Bollnäs",61.2874225068,16.572247466,88.0,820.0,52.0,1,1,5.0,1915,33 714,1 100 000
"Fagersta byväg 13, Fagersta By, Borlänge",60.4721115055231,15.495351971621961,213.0,13069.0,2.0,0,0,4.0,1909,18 760,3 975 000
"Bråten Slottet , Åsaka, Trollhättans",58.2173733906,12.3488423059,50.0,6070.0,30.0,0,0,2.0,1966,32 000,1 160 000
"Edevägen 9, Skogstorp, Eskilstuna",59.32102998803512,16.486556289387064,86.0,826.0,99.0,1,0,3.0,1961,38 139,2 800 000
"Lärksångsvägen 6, Linghem, Linköpings",58.4235761905049,15.785315457170169,114.0,841.0,115.0,1,0,4.0,1979,17 780,5 600 000
"Ringvägen 8, Alstermo, Uppvidinge",56.97027843597604,15.662513448279295,91.0,1444.0,90.0,1,0,4.0,1970,34 948,1 000 000
"Olovs väg 29, Södertälje, Södertälje",59.1811828911014,17.60544984326464,113.0,884.0,118.0,1,0,7.0,1967,35 354,3 345 000
"Gäddeholm 56, Gäddeholm, Västerås",59.547816487398094,16.67330410800211,90.0,2151.0,None,1,0,5.0,1780,51 322,4 000 000
"Husby-Sjutolfts-Nibble 2, Ekolsund, Enköpings",59.66662427338789,17.326514401236036,213.0,1726.0,None,0,0,5.0,2011,44 626,3 500 000
"Kaggetorpsvägen 210, Kaggetorp, Trollhättans",58.2769346285,12.3280186928,112.0,362.0,False,1,1,5.0,1978,25 127,1 795 000
"Vreten Färna 2, Färna, Skinnskattebergs",59.792169947236246,15.876911520175499,137.0,1343.0,None,0,0,4.0,1930,36 857,2 200 000
"Sandbol Sörgården , Kila, Säffle",59.2205386495,12.7080745312,105.0,33415.0,30.0,1,0,5.0,1956,37 551,690 000
"Siktgatan 4, Luleå, Luleå",65.59257778585769,22.213436325783878,104.0,1272.0,100.0,1,0,5.0,1968,34 954,3 500 000
"Aspgatan 5, Handskeryd, Nässjö",57.64187012400077,14.718721290651736,103.0,822.0,98.0,1,0,7.0,1969,None,2 750 000
"Oxbrovägen 17, Saxdalen, Ludvika",60.14484645466188,14.983680173176545,97.0,1492.0,123.0,1,0,5.0,None,57 356,730 000
"Åsens väg 4, Torsby, Torsby",60.135752906961145,12.982039966766262,120.0,1500.0,50.0,0,0,5.0,1939,44 052,1 200 000
"Jakobsbergsgatan 20, None, Kristinehamns",59.31305134916741,14.117964238593574,142.0,1079.0,10.0,0,0,6.0,1909,45 861,975 000
"Kristinebergsgatan 7, Kristineberg, Borås",57.70863193247094,12.938104987940664,172.0,1172.0,33.0,0,0,6.0,1910,40 900,3 650 000
"Strandvägen 23B, Färingsö Stenhamra, Ekerö",59.33191688627859,17.678943456553277,230.0,1042.0,40.0,0,0,7.0,2013,59 420,10 050 000
"Härdaregatan 4, Skoftebyn, Trollhättans",58.26706716080201,12.279612401155092,138.0,764.0,45.0,0,0,5.0,1956,21 555,2 400 000
"Granliden 3, Forshaga, Forshaga",59.51727306342081,13.482432866567565,120.0,1208.0,117.0,1,0,5.0,1973,112 042,1 300 000
"Stationsesplanaden 11, Arbrå, Bollnäs",61.469750088273074,16.37519980062682,83.0,1129.0,83.0,1,0,3.0,1949,37 889,870 000
"Övre Svartlå 202-208, Svartlå, Bodens",66.0124902524,21.1771199193,240.0,1588.0,False,0,0,8.0,1982,120 000,565 000
"Norrbyvägen 9, Brottby, Vallentuna",59.61058943035377,18.306419594177996,35.0,2370.0,None,1,0,2.0,1952,None,1 800 000
"Båtsmansvägen 2, Bällsta, Vallentuna",59.524667990547826,18.076315322444128,158.0,1378.0,8.0,1,0,6.0,1956,53 887,6 400 000
"Törnrosavägen 12, Arontorp / Öland, Mörbylånga",56.6429247346,16.5350330034,97.0,1170.0,False,1,0,4.0,1989,46 186,2 600 000
"Vässarögatan 13, None, Helsingborgs",55.9602242,12.7641592,145.0,389.0,None,0,0,7.0,2005,44 981,5 950 000
"Emausvägen 17, Lövboås, Hallstahammars",59.6222343,16.2407188,86.0,585.0,34.0,0,0,3.0,1959,38 775,2 150 000
"Långby 27, Långby, Hudiksvalls",61.7853530278425,16.8465025220304,142.0,1670.0,48.0,0,0,5.0,1909,43 233,1 650 000
"Rönngatan 8, Huskvarna Söder, Jönköpings",57.7828,14.2711535,115.0,650.0,70.0,0,0,6.0,1964,37 882,3 350 000
"Södra vägen 2, Östra Ljungby, Klippans",56.188736,13.0664,106.0,637.0,33.0,0,0,4.0,1980,13 244,1 310 000
"Långsjövägen 15, Almunge, Uppsala",59.8785858,18.0320435,158.0,2564.0,15.0,0,0,7.0,2006,50 058,5 000 000
"Södra Rörumsvägen 6, None, Höörs",55.9396439,13.5598612,105.0,1021.0,103.0,0,0,5.0,1968,59 892,2 050 000
"Sandbacksvägen 16, Tormestorp, Hässleholms",56.11294,13.743453,184.0,826.0,62.0,0,0,6.0,1973,59 920,3 000 000
"Filaregatan 14, Rosenberg, Tidaholms",58.16813907778929,13.960708290348512,132.0,810.0,25.0,1,0,6.0,1972,31 800,1 700 000
"Simpnäsvägen 585, Lervik, Norrtälje",59.8900360761921,18.9671354013418,204.0,6099.0,None,0,0,7.0,1909,None,4 100 000
"Digrudavägen 17, Herräng, Norrtälje",60.0839348,18.6000271,134.0,1727.0,15.0,0,0,3.0,1700,33 620,1 400 000
"Startsträckan 11, Snöstorp, Halmstads",56.67547,12.918335,120.0,341.0,6.0,0,0,5.0,2018,23 862,3 700 000
"Sj-Vägen 5, Viskan, Sundsvalls",62.4481241601644,16.4409499140252,110.0,3848.0,51.0,1,1,5.0,1929,2 600,300 000
"Strandabjärsvägen 15, Stråvalla - Frillesås, Varbergs",57.2887535,12.1762705,115.0,13366.0,115.0,0,0,4.0,1968,36 070,2 700 000
"Furubackavägen 18, Malmslätt, Linköpings",58.41126,15.5130854,120.0,1273.0,128.0,0,0,5.0,1946,26 326,4 200 000
"Knaftvägen 7, Södermalm, Lycksele",64.5888061458237,18.6652692594154,148.0,963.0,62.0,0,0,7.0,1958,36 453,2 120 000
"Villa stenskallehult 107, Stenskallehult, Kalmar",56.5942039,15.9723454,195.0,1781.0,None,0,0,7.0,1932,70 200,2 000 000
"Fyrvägen 8, Sjölyckan, Mariestads",58.71973,13.8531742,124.0,1156.0,None,0,0,6.0,2022,None,4 300 000
"Schottisgatan 2, Dansgatorna, Sjöbo",55.6366348,13.7238741,114.0,763.0,14.0,0,0,4.0,1983,35 467,2 370 000
"Adinalvägen 180, Färlöv, Kristianstads",56.1020326327387,14.0624390013935,107.0,2200.0,None,0,0,4.0,1909,30 354,1 855 000
"Vitbergsgatan 21, Haga, Härnösands",62.6177689268706,17.8989915389371,134.0,750.0,25.0,0,0,5.0,1975,45 966,1 550 000
"Ljungrydavägen 6, Jämshög, Olofströms",56.23888,14.5299387,112.0,1567.0,112.0,0,0,4.0,1969,37 743,800 000
"Fastlagsvägen 11, Hovshaga, Växjö",56.90651,14.7864351,134.0,763.0,213.0,0,0,4.0,1974,44 683,5 050 000
"Rävsnäs bryggväg 16, Räfsnäs, Norrtälje",59.7516952162833,19.0760882095424,113.0,1673.0,15.0,0,0,4.0,1960,6 600,2 850 000
"Mosskullestigen 29A, Tumlehed, Göteborgs",57.727434519689076,11.738757088795856,349.0,1194.3,None,1,0,7.0,1993,47 800,9 000 000
"Lindesnäsvägen 5B, Hagaström, Gävle",60.67155,17.0671616,152.0,424.0,None,0,0,7.0,1975,38 350,2 870 000
"Stallvägen 13, Färjegårdarna, Borlänge",60.47031589189,15.4738107197325,109.0,573.0,None,0,0,5.0,1977,50 414,2 000 000
"Dalavägen 64, Harplinge, Halmstads",56.75034,12.726799,74.0,780.0,48.0,0,0,2.0,1920,26 202,2 450 000
"Flugsvampsvägen 15, Ekeby-Almby, Örebro",59.2576710593484,15.3243343089321,170.0,1421.0,None,0,0,6.0,2002,49 656,5 300 000
"Basilikagränd 1, Färjestaden, Mörbylånga",56.66388,16.4828281,115.0,494.0,12.0,0,0,4.0,1960,None,2 000 000
"Häggbacken 4, Smedby, Norrköpings",58.572525,16.2274437,73.0,671.0,71.0,0,0,6.0,1955,55 940,4 450 000
"Fransåker 202, None, Sigtuna",59.643,17.8250141,80.0,2823.0,None,0,0,3.0,1978,25 000,3 900 000
"Gärdesvägen 7, Västra Jakobsberg, Järfälla",59.4355469,17.8194122,212.0,825.0,17.0,0,0,10.0,1966,39 155,7 150 000
"Östergårdsvägen 3, Bor, Värnamo",57.1097527,14.1734362,123.0,1225.0,162.0,0,0,6.0,1962,78 698,1 320 000
"Finnholmsvägen 9, None, Huddinge",59.2370071,18.00744,120.0,1564.0,60.0,0,0,6.0,1930,38 795,6 985 000
"Marias väg 22, Mellbystrand, Laholms",56.51685,12.954565,100.0,571.0,6.0,0,0,5.0,2012,24 520,4 650 000
"Spiggvägen 3, Saxnäs, Mörbylånga",56.6858521,16.484211,51.0,510.0,22.0,0,0,3.0,1965,21 650,2 500 000
"Valbovägen 299, Valbo, Gävle",60.63642,16.9922314,132.0,1517.0,54.0,0,0,4.0,1925,37 600,3 300 000
"Lokal 11, None, Enköpings",59.6512375,17.1356888,72.0,None,None,0,0,1.0,None,None,1 499 000
"Kryddvägen 9, Borsökna, Eskilstuna",59.3350754,16.4369926,113.0,996.0,133.0,0,0,6.0,1969,33 849,3 100 000
"Sonjas väg 1, Åsa - Bråtaviken, Kungsbacka",57.3458229184499,12.0941081833746,170.0,1767.0,24.0,0,0,6.0,1982,42 742,5 000 000
"Dalbygatan 4, Södertälje Centrum, Södertälje",59.1991272,17.621191,135.0,1436.0,59.0,0,0,3.0,1900,79 583,3 800 000
"Knallasbenning 61 & 63, Avesta, Avesta",60.16547,16.0721588,164.0,2445.0,48.0,0,0,5.0,1975,61 951,1 340 000
"Kungsbackavägen 123, Rävekärr, Mölndals",57.6319351,12.0417671,129.0,1002.0,50.0,0,0,5.0,1968,48 000,5 000 000
"Älnebacka gård , Valbo-Ryr, Munkedals",58.485643944,11.8524944819,180.0,1400.0,30.0,1,0,7.0,1909,40 500,1 950 000
"Brännmästarevägen 38, Åkarp, Burlövs",55.6509638469,13.1038248678,140.0,417.0,False,0,0,6.0,1971,34 000,4 050 000
"Lövkällevägen 10, Mogata, Söderköpings",58.4529088725,16.4541384638,173.0,1045.0,8.0,1,0,6.0,1969,45 716,2 750 000
"Mårdvägen 26, Bromma Äppelviken-Stora Mossen, Stockholms",59.331604,17.9701042,228.0,833.0,59.0,0,0,8.0,1923,67 531,25 000 000
"Månstigen 1, None, Tranemo",57.47975,13.5557833,112.0,970.0,39.0,0,0,5.0,1973,38 438,1 030 000
"Parkgatan 15, Kinna, Marks",57.5140173074,12.6880305819,247.0,3178.0,90.0,0,0,8.0,1975,None,4 400 000
"Vilg Skogsberg , Fotskäl, Marks",57.481271266,12.4648231839,49.0,11982.0,5.0,1,0,2.0,1880,22 787,1 195 000
"Hökgatan 27, Centrala Boden, Bodens",65.816424735,21.7071953491,108.0,1016.0,40.0,0,0,5.0,1960,36 833,1 640 000
"Storgatan 9E, Askersund, Askersunds",58.87825188,14.9027143863,105.0,106.0,False,1,1,3.0,1971,30 630,2 700 000
"Matarengivägen  63, Övertorneå, Övertorneå",66.3943645552,23.6469274734,99.0,1456.0,99.0,1,0,None,1950,45 559,830 000
"Sankt Knuts väg 12, Dalby, Lunds",55.6682104228,13.3409724283,126.0,1081.0,126.0,0,0,5.0,1969,41 525,4 300 000
"Grönkullevägen 2, Hällestrand, Strömstads",58.9946339867,11.1864481404,88.0,910.0,88.0,0,1,6.0,1965,39 400,2 000 000
"Lyrvägen 24, Öhmans Hage, Smedjebackens",60.1501935782,15.4092900306,127.0,767.0,46.0,0,0,5.0,1972,30 818,1 200 000
"Gubbelyckan Sjöboda 160, Vargön, Vänersborgs",58.3761693641,12.3748282033,366.0,4165.0,60.0,1,1,9.0,2008,62 334,7 750 000
"Mogatan 44, Duvhällarna, Hallstahammars",59.6302719,16.2336864,116.0,755.0,None,0,0,5.0,1993,40 941,2 125 000
"Runstensgatan 7, Bodafors, Nässjö",57.466441822479,14.76004971864412,109.0,1250.0,11.0,0,0,4.0,1938,36 901,1 120 000
"Fågelforsvägen 10, Högsby, Högsby",57.1684047452,16.0071387113,102.0,1410.0,20.0,0,0,6.0,1935,None,315 000
"Åvägen 34, ÅHUS -  Äspet, Kristianstads",55.91898006993561,14.292131626416733,84.0,1617.0,80.0,1,0,4.0,1963,37 555,3 700 000
"Tomtegatan 7, Oskarström, Halmstads",56.808076162151316,12.96652267371106,141.0,927.0,13.0,1,0,6.0,1978,23 292,1 050 000
"Fridolfsbergsgatan 6, Hova, Gullspångs",58.853390026157285,14.204929167958776,176.0,1120.0,57.0,1,1,7.0,1976,35 240,950 000
"Videgatan 3, Ödeshög, Ödeshögs",58.278627675305536,14.6427094844955,168.0,1131.0,None,1,0,6.0,1947,None,930 000
"Bäckåsarna Brudbäcksdalen 1, Råda, Hagfors",60.0331263909,13.5891045229,158.0,7537.0,88.0,0,0,6.0,1940,39 681,730 000
"Klörupsvägen 46, Centralt, Trelleborgs",55.385887392,13.1549510094,104.0,495.0,False,0,0,3.0,1913,65 897,2 400 000
"Mälstavägen 19, Ekskogen, Vallentuna",59.64190330325081,18.231970789297076,155.0,968.0,20.0,1,1,8.0,1966,39 029,3 850 000
"Åsa 3, Stallarholmen, Strängnäs",59.393807423782846,17.18576591214642,59.0,1056.0,None,0,0,3.0,1929,52 426,1 750 000
"Skottlanda 2094, Skottlanda, Kristinehamns",59.097047155839824,14.263736506651716,150.0,2858.0,None,0,0,6.0,1975,39 854,800 000
"Ängsullsvägen 23, Nol, Ale",57.91087,12.07035,125.0,None,None,1,0,5.0,2020,15 000,3 500 000
"Tallberg 57, Nyåker, Nordmalings",63.78406561149196,19.37157626648596,60.0,1660.0,None,0,0,3.0,1904,None,150 000
"Annickevägen 10, Hagfors Hagälven, Hagfors",60.0186252465,13.6806080963,66.0,1139.0,False,0,0,3.0,1956,27 800,465 000
"Äsebo 1, Äsebo - Bottnaryd, Jönköpings",57.7064857,13.77083,150.0,7446.0,4.0,0,0,5.0,1915,42 700,2 050 000
"Trojavägen 2, Husum, Örnsköldsviks",63.3500137,19.1551189,92.0,880.0,72.0,0,0,6.0,1963,49 055,475 000
"Rotbacken 1, Alnö, Sundsvalls",62.431572,17.41293,105.0,121.0,105.0,0,0,5.0,1968,44 432,1 550 000
"Hallongränd 2, Lindsdal, Kalmar",56.74226,16.2977333,133.0,886.0,None,0,0,4.0,1973,36 750,2 375 000
"Granitvägen 12, Munga, Västerås",59.7440607739673,16.5181307950687,112.0,2376.0,31.0,0,0,6.0,1965,51 536,1 900 000
"Lövvägen 4, Södra Kroppkärr, Karlstads",59.39853,13.5375786,187.0,1044.0,None,0,0,6.0,1918,37 004,5 000 000
"Måsvägen 4, Fegen, Falkenbergs",57.10549253613308,13.034984365998724,125.0,1145.0,67.0,1,0,4.0,1969,65 200,1 275 000
"Kråkåsvägen 1A-D, Kråkåsen - Nykroppa, Filipstads",59.61766538799764,14.303075759256442,343.0,2209.0,None,0,0,None,1876,155 700,575 000
"Masmästarevägen 8, Stackfallet, Karlskoga",59.3356171,14.5658522,67.0,617.0,62.0,0,0,3.0,1939,46 530,1 100 000
"Hagensvägen 49, Saxtorp, Landskrona",55.8363964726102,12.9463555519674,147.0,965.0,35.0,0,0,4.0,2008,44 524,5 200 000
"Sundsliden 153, Hemavan/Tärnaby, Storumans",65.68545,15.3873577,82.0,2212.0,62.0,0,0,4.0,1992,28 576,2 000 000
"Hammardalsslingan 35, Hammardal/Solbacken, Huddinge",59.2296844995822,18.037803714185,54.0,2099.0,15.0,0,0,3.0,1981,37 427,3 475 000
"Sandåsvägen 5, Sofieberg, Halmstads",56.6991539,12.8555841,166.0,1007.0,77.0,0,0,6.0,1999,66 123,5 750 000
"Skarbjörka 200, None, Kumla",59.1495476,15.28761,85.0,2628.0,60.0,0,0,6.0,2022,None,3 800 000
"Bullås 174, Alnö, Sundsvalls",62.42999,17.4743328,200.0,1587.0,14.0,0,0,6.0,2008,15 100,4 350 000
"Forsa 92, None, Nordanstigs",61.93769122216204,17.17900462277256,110.0,835.0,None,0,0,4.0,1929,None,150 000
"Bremnäs 130, Lycke, Kungälvs",57.87172,11.7243528,167.0,938.0,40.0,0,0,8.0,1959,39 755,4 490 000
"Linnégatan 8, Rosenlund, Jönköpings",57.78539,14.2261858,115.0,970.0,137.0,0,0,6.0,1963,33 660,3 710 000
"Malvastigen 17A, Edsängen, Sollentuna",59.452701344346,17.9576936703293,134.0,1003.0,48.0,0,0,6.0,1971,29 826,6 700 000
"Bergstigen 2, Järpen, Åre",63.3510609845812,13.4632235672235,106.0,1139.0,None,0,0,4.0,1973,29 180,1 100 000
"Vändstigen 6, Fräntorp, Göteborgs",57.7275543,12.0500259,111.0,386.0,49.0,0,0,5.0,1936,43 075,4 800 000
"Rasbo prästgård Järstadal 126, Rasbo, Uppsala",59.95837,17.8781719,121.0,1490.0,27.0,0,0,4.0,1982,25 500,3 600 000
"Linnarhultsvägen 43B, Linnarhult, Göteborgs",57.7822037,12.0590019,247.0,1064.7,6.0,0,0,8.0,1973,34 100,4 000 000
"Smedbyvägen 32B, Smedby, Kalmar",56.6744957,16.2466087,142.0,1054.0,40.0,0,0,6.0,1905,39 000,1 850 000
"Hövdingegatan 5, Stattena, Hässleholms",56.15128,13.7723179,82.0,1082.0,80.0,0,0,4.0,1953,44 135,1 720 000
"Stallgatan 14G, Bosebygd, Mullsjö",57.92249,13.8830853,94.0,117.0,None,0,0,4.0,1979,29 499,1 565 000
"Strandvägen 6, Husum, Örnsköldsviks",63.3390923,19.1655521,94.0,1446.0,80.0,0,0,4.0,1945,47 086,430 000
"Norra Brunnsvägen 37, Ramlösa, Helsingborgs",56.0290417063849,12.7406363094572,137.0,720.0,None,1,0,4.0,1968,43 560,4 250 000
"Timmermansgatan 14, Råå, Helsingborgs",56.0014153,12.7355719,107.0,386.0,60.0,0,0,5.0,1880,43 954,8 000 000
"Dalkärrsvägen 15, Tullinge, Botkyrka",59.1971024215,17.9171784999,127.0,2841.0,119.0,1,0,8.0,1969,32 000,4 995 000
"Torget 1, Våmhus, Mora",61.1388709322,14.40866,115.0,2021.0,12.0,1,0,4.0,1909,44 629,1 200 000
"Västanåvägen 64-4, Näsum, Bromölla",56.1778015256,14.4808640105,114.0,3402.0,41.0,0,0,6.0,1963,42 930,800 000
"Långsjövägen 23, Garns-ekskogen/brottby, Vallentuna",59.610928,18.371696,69.0,2787.0,1.0,1,0,4.0,1969,41 219,2 650 000
"Funningevägen 5, Funningen, Borås",57.6951670173,12.8954764861,115.0,2635.0,90.0,0,0,5.0,1929,56 440,1 850 000
"Duellvägen 27, Blåsut, Vänersborgs",58.376162216,12.2887039513,126.0,676.0,125.0,1,0,4.0,1965,36 769,2 850 000
"Rombovägen 22, Färnäs, Mora",61.0064939341,14.6145416004,101.0,1117.0,101.0,1,0,4.0,1963,38 399,2 100 000
"Västra Karaby kyrkoväg 69-2, Västra Karaby, Kävlinge",55.80817,13.0472527,150.0,840.0,None,0,0,5.0,1909,34 525,1 800 000
"Katrinebergsgatan 36, Katrineberg, Tibro",58.4106605646,14.1776375333,107.0,625.0,False,0,0,4.0,1973,28 334,1 800 000
"Repslagaregatan 6, Hudiksvall, Hudiksvalls",61.726196084,17.106766347,58.0,276.0,30.0,0,1,2.0,1993,39 789,1 875 000
"Torpvägen 2, Listerby, Ronneby",56.1864359868,15.3951744162,172.0,1000.0,False,0,0,6.0,1969,46 133,2 200 000
"Semestergatan 13, Moröbacke, Skellefteå",64.75375,21.04965,194.0,927.0,29.0,0,0,5.0,1991,36 721,4 200 000
"Äskya 111, None, Älmhults",56.5629621713,14.184872487,93.0,6440.0,22.0,0,0,6.0,None,18 974,850 000
"Grönvallen 39, Rembo, Avesta",60.1858200247,16.1214476082,110.0,3825.0,46.0,1,0,4.0,1912,44 632,1 300 000
"Björkvägen 23, Centrala Kil, Kils",59.49981,13.3244963,104.0,747.0,104.0,0,0,3.0,1965,41 035,1 325 000
"Högvägen 13, Östanå, Sandvikens",60.6308562104,16.8081503764,180.0,1562.0,90.0,0,0,7.0,1939,37 779,2 300 000
"Sörgårdsvägen 6, Höreda, Eksjö",57.6165375731,15.0262187203,110.0,885.0,141.0,1,0,6.0,1973,36 797,1 200 000
"Solrosvägen 60, Gråbo - Olstorp, Lerums",57.8190009279,12.2689060206,55.0,1604.0,55.0,0,0,3.0,1979,24 703,2 100 000
"Rörverksgatan 138, Bäckby, Västerås",59.60656649677552,16.467463542995382,160.0,622.0,None,0,0,6.0,1974,50 918,2 100 000
"Karlsgatan 3, Virsbo, Surahammars",59.875181724275016,16.04377118363598,132.0,1080.0,86.0,1,1,5.0,1945,25 507,600 000
"Sundsvägen 41, Domsjö, Örnsköldsviks",63.26141984943829,18.68675584022041,125.0,1000.0,61.0,1,0,5.0,1954,38 262,1 250 000
"Sjögarp Nytorp 1, Mjölby, Mjölby",58.29852567909824,15.081188800134793,134.0,2534.0,None,0,0,5.0,1929,7 644,3 150 000
"Gudfastegatan 19, Forssa, Borlänge",60.502268604441646,15.419331674887731,112.0,992.0,70.0,0,0,4.0,1952,40 421,2 645 000
"Värlebo 120, 122 och 124, Värlebo, Högsby",57.0530646567,16.200870789,121.0,9855.0,13.0,0,0,3.0,None,None,425 000
"Rådmansvägen 9, Gammelstad, Luleå",65.63038299654103,22.026856471114378,142.0,884.0,184.0,1,0,7.0,1975,35 610,3 750 000
"Toftvägen 9, Norra Kopparmora, Värmdö",59.340673232439784,18.57045040603092,106.0,1941.0,None,0,0,4.0,1971,37 600,4 800 000
"Södergatan 9, Högsäter, Färgelanda",58.6459286991,12.05460566,111.0,1510.0,55.0,0,0,5.0,1956,None,680 000
"Östra Sand 3, Bredsättra, Borgholms",56.8464512879,16.7966867698,115.0,1340.0,False,0,0,4.0,1977,45 200,970 000
"Gjutängsvägen 51, Västra Gärdet, Falkenbergs",56.900909381652816,12.478785131000897,170.0,682.0,47.0,1,1,6.0,1970,42 532,3 150 000
"Haraldsgården 22, Hedared, Borås",57.80467014788458,12.732739106274488,127.0,1334.0,33.0,1,0,5.0,1983,38 353,3 100 000
"Gråbergsvägen 18A, Klinten, Alingsås",57.9183820008136,12.530144542248484,102.0,1361.0,8.0,0,0,4.0,1927,None,4 050 000
"Stavsjövägen 44, Älvsjö / Örby, Stockholms",59.26988,18.0285187,52.0,843.0,None,0,0,None,1920,None,5 750 000
"Västmannagatan 5, Karlshagen, Degerfors",59.24786975614837,14.431784622117991,105.0,724.0,136.0,1,0,4.0,1970,37 410,950 000
"Slåttervägen 6, Getinge, Halmstads",56.81483632551979,12.738414318762814,127.0,856.0,65.0,0,0,5.0,1975,30 784,2 650 000
"Nötskrikevägen 16, Uttervik, Nyköpings",58.62298268387921,16.897655453534817,59.0,2051.0,3.0,0,0,3.0,1975,29 184,1 275 000
"Dragbacksvägen 10, Hagaström, Gävle",60.670444065473376,17.059911497382775,140.0,1330.0,64.0,1,1,6.0,1966,12 900,4 600 000
"Baggbron 39, Baggbron, Skinnskattebergs",59.88461015909585,15.628690645725106,50.0,3980.0,42.0,1,0,2.0,1944,12 400,675 000
"Alvägen 15, Erikslund, Bodens",65.82477911667178,21.737935907477716,145.0,1088.0,72.0,0,0,6.0,1975,42 388,2 295 000
"Strömgatan 25, Skived, Forshaga",59.52197148979391,13.466126817619857,119.0,390.0,5.0,0,0,5.0,1973,35 780,1 200 000
"Skämbylötvägen 13, Åkers Styckebruk, Strängnäs",59.26866565690663,17.10653417560401,146.0,782.0,10.0,0,0,7.0,1980,47 989,2 350 000
"Morkullegatan 9, Färjestaden / Öland, Mörbylånga",56.6448221241,16.479252852,107.0,1472.0,107.0,1,0,4.0,1973,53 000,2 200 000
"Greta Arwidssons väg 31, Gamla Uppsala, Uppsala",59.8913727,17.6523037,119.0,231.0,None,0,0,4.0,2013,43 172,4 995 000
"Stora Granlundsvägen 7, Rimbo, Norrtälje",59.7652103984114,18.4165648921804,125.0,1725.0,26.0,0,0,5.0,1927,33 211,3 337 000
"Hammarbacksvägen 25, Oxie Kyrkby, Malmö",55.5508156,13.0946989,127.0,525.0,21.0,0,0,6.0,1976,51 202,3 200 000
"Skogsstigen 2, Centralt, Stenungsunds",58.073,11.8274021,216.0,2526.0,3.0,0,0,5.0,1943,75 993,7 100 000
"Yxenhaga 3, Hok, Vaggeryds",57.410305,14.3124809,65.0,806.0,None,0,0,1.0,1941,5 086,639 000
"Morängatan 63A, Alsike, Knivsta",59.7607536,17.7779026,129.0,None,None,1,0,5.0,2018,28 932,4 000 000
"Ringvägen 119, Gessie Villastad, Vellinge",55.4994667418467,12.9542608864863,80.0,999.0,None,0,0,4.0,1964,55 644,2 475 000
"Önnerts väg 7, None, Ronneby",56.214222,15.2685537,78.0,489.0,78.0,0,0,5.0,None,28 125,1 050 000
"Skördestigen 4, Gammelstad, Luleå",65.6484756,21.9859467,110.0,792.0,70.0,0,0,5.0,1969,39 726,3 510 000
"Frillesås Furustig 1, Frillesås, Kungsbacka",57.321888,12.1640053,155.0,1017.0,None,0,0,4.0,1957,34 824,5 350 000
"Själsö Krokvägen 40, Själsö/Brissund, Gotlands",57.6995049,18.3718987,116.0,2563.0,10.0,0,0,4.0,2002,54 650,5 000 000
"Rumängsvägen 18, Vedevåg, Lindesbergs",59.5291748,15.3017759,105.0,1404.0,75.0,0,0,4.0,1940,31 719,1 575 000
"Vallgatan 46, Arbrå, Bollnäs",61.4745331,16.3749866,80.0,814.0,70.0,0,0,4.0,1965,35 950,650 000
"Ubåtsvägen 20, Alnö, Sundsvalls",62.4252129,17.4325619,124.0,1219.0,None,0,0,6.0,2006,37 400,3 950 000
"Kornvägen 5, SMEDJEBACKEN Skjutbaneområdet, Smedjebackens",60.1491966,15.4040909,107.0,1091.0,6.0,0,0,5.0,1974,47 500,900 000
"Klockvägen 8, Mantorp, Mjölby",58.34966,15.2925167,122.0,1111.0,10.0,0,0,6.0,1912,55 484,2 975 000
"Vikingavägen 14, Mörrum, Karlshamns",56.1952248,14.7652359,105.0,990.0,None,0,0,4.0,1971,53 531,1 300 000
"Uddnäsvägen 23, Stäket, Järfälla",59.47541877867685,17.79511187539577,347.0,2846.0,145.0,0,0,12.0,1990,100 700,16 750 000
"Gustavsberg 2, Råby, Nyköpings",58.8415947,16.9332047,75.0,6548.0,48.0,0,0,4.0,2008,23 800,2 000 000
"Burövägen 13, Hälsö, Öckerö",57.73378,11.6542492,73.0,841.0,73.0,0,0,5.0,1956,35 300,4 500 000
"Alpbacken 9, Stortorp, Huddinge",59.2401543,18.12579,158.0,494.0,None,0,0,7.0,2020,31 700,7 600 000
"Miklagårdsvägen 5, Brännaregården, Olofströms",56.28601,14.5470037,134.0,682.0,None,0,0,5.0,1980,30 609,1 800 000
"Mellersta Skogsvägen 26, Höllviken, Vellinge",55.4102058,12.9624233,189.0,1140.0,None,0,0,5.0,2017,32 178,13 500 000
"Rådjurspåret 2, Kisäng, Nyköpings",58.8159866,16.8024273,77.0,1876.0,None,0,0,3.0,1983,32 563,2 000 000
"Söderforsgränd 7, Brunnby Vik, Upplands Väsby",59.5261955,17.9437981,176.0,766.0,90.0,0,0,8.0,1972,44 486,6 450 000
"Hällstigen 2, Mockebo, Oskarshamns",57.285,16.4789829,193.0,1003.0,8.0,0,0,7.0,1932,47 914,4 200 000
"Tuvvägen 7, Centralt Kramfors, Kramfors",62.926138715,17.8038260943,95.0,1122.0,95.0,1,0,4.0,1969,58 673,1 700 000
