adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating cost,sold_price
"Borgstigen 7, Centralt Lilla Edet, Lilla Edets",58.13732174402844,12.130892422633679,41.0,541.0,None,0,0,2.0,1909,33 487,1 495 000
"Utsiktsvägen 19, Hällevadsholm, Munkedals",58.57675410759021,11.546339632662038,114.0,705.0,94.0,0,0,6.0,1967,41 050,1 685 000
"Sofiebergsvägen 5, Sörvik, Ludvika",60.1914746811,15.1414333071,130.0,1870.0,30.0,0,0,6.0,1940,36 100,2 300 000
"Sunderbyvägen 211, Sunderbyn, Luleå",65.67331,21.8854733,120.0,1969.0,75.0,0,0,7.0,2017,53 042,5 100 000
"Östalundsvägen 6, Avdala, Örebro",59.4457790994103,15.3029440687231,140.0,5534.0,22.0,0,0,4.0,1909,29 233,1 900 000
"Lidköpingsvägen 51, Götene, Götene",58.52878045192772,13.478367671369536,183.0,1620.0,150.0,0,0,8.0,1937,32 100,2 400 000
"Pilgrimsvägen 4, None, Skara",58.3845,13.6470013,130.0,966.0,127.0,0,0,7.0,1972,35 647,2 075 000
"Valdemarsrovägen 3, Valdemarsro, Malmö",55.6098671,13.0754147,118.0,1041.0,77.0,0,0,5.0,1963,38 502,4 000 000
"Höjdhagsvägen 9, Höjdhagen, Värmdö",59.3291473,18.380127,68.0,648.0,20.0,0,0,3.0,1941,40 630,4 850 000
"Rågvägen 9C, Kolmården, Norrköpings",58.66329,16.3750668,164.0,1073.0,93.0,0,0,6.0,1980,37 840,3 700 000
"Håstad 341, Håstad, Lunds",55.7661819,13.2219486,173.0,1109.0,None,0,0,5.0,1958,34 068,2 700 000
"Krattvägen 16, Älvsjö - Långbro, Stockholms",59.28491058804753,17.988135198805924,69.0,608.0,69.0,1,0,5.0,1946,54 300,6 550 000
"Bäcktorpsvägen 32, Nacka Saltsjö-Boo, Nacka",59.324274496754036,18.24369037514161,189.0,889.0,25.0,0,0,7.0,1975,42 200,8 000 000
"Sandvägen 11, Våxtorp, Laholms",56.41886,13.1077681,120.0,1260.0,80.0,0,0,5.0,1954,55 286,1 185 000
"Rodelgränd 12, Fogdarödsområdet, Höörs",55.9339142,13.5646191,115.0,621.0,159.0,0,0,4.0,1979,39 667,2 360 000
"Tegelbruksgatan 29, None, Lunds",55.63718,13.48448,116.0,701.0,None,0,0,4.0,1904,44 184,3 390 000
"Pålsmåla 146, Pålsmåla, Ronneby",56.4419174,15.269824,350.0,1841.0,30.0,0,0,8.0,1922,13 800,805 000
"Jens skomakares väg 30, None, Kristianstads",56.0751424506197,14.0943385221015,94.0,1050.0,67.0,0,0,5.0,1965,33 649,1 475 000
"Kullamöllevägen 44, Eggelstad, Sjöbo",55.6422424,13.8234873,99.0,2015.0,8.0,0,0,4.0,1924,32 164,1 750 000
"Östra Ödsgatan 19, Kramfors Öd, Kramfors",62.93646901519265,17.768732325993653,330.0,1945.0,None,0,0,None,1929,77 500,1 800 000
"Södra Esplanaden 56, Hofors, Hofors",60.53862,16.3161926,100.0,662.0,35.0,0,0,4.0,1953,34 710,450 000
"Krossekärrsvägen 37, Hällestrand, Strömstads",58.9894562,11.1895695,79.0,926.0,None,0,0,4.0,2009,34 346,3 800 000
"Klackvägen 58, Bydalen, Sundsvalls",62.4164238,17.3258076,125.0,944.0,125.0,0,0,6.0,1968,25 235,3 500 000
"Per Jöns väg 13, Södra Sandby - Centrum, Lunds",55.7154579,13.3462648,135.0,712.0,5.0,0,0,5.0,1957,33 756,4 650 000
"Laduryd 404, Laduryd, Torsås",56.352695265283,16.0115198756005,105.0,1330.0,105.0,0,0,4.0,1915,43 986,1 450 000
"Timmeråsvägen 35, Billdal, Kungsbacka",57.558567,11.9451437,126.0,1694.0,54.0,0,0,5.0,1954,50 608,5 900 000
"Säljåsbacken 5, Hällesås, Mölndals",57.5609081808978,11.9999803113161,90.0,1625.0,40.0,0,0,4.0,None,38 128,5 075 000
"Lärkgatan 25, Höör - Centralt, Höörs",55.92882,13.5411062,128.0,1075.0,128.0,0,0,5.0,1969,38 800,3 550 000
"Brunntorpsvägen 4, None, Norrköpings",58.583223454497904,15.812377355045452,125.0,1134.0,None,0,0,5.0,1978,46 200,2 100 000
"Badelundavägen 9F, Hökåsen, Västerås",59.6641235,16.5911236,130.0,225.0,16.0,0,0,5.0,2004,49 770,4 100 000
"Djupviksvägen 60, Djupvik, Tjörns",57.99018308105261,11.690902904695184,105.0,1279.0,61.0,0,0,5.0,1955,33 100,3 525 000
"Strömgränden 24, Svängsta, Karlshamns",56.261116,14.782629,112.0,1102.0,18.0,0,0,6.0,1973,39 527,1 020 000
"Långhällagatan 46, Riseberga, Malmö",55.60196956855257,13.083997130675755,103.0,441.0,None,0,0,4.0,1959,21 400,5 000 000
"Dufvåsvägen 15, None, Grums",59.3232841,13.1108389,114.0,1020.0,48.0,0,0,4.0,1962,24 398,860 000
"Mörkehålsvägen 12, None, Lysekils",58.375248,11.4488478,95.0,1860.0,15.0,0,0,5.0,1895,22 917,4 995 000
"Tåsta 803, Glanshammar/Tåsta, Örebro",59.3328899351186,15.4172168968253,196.0,1258.0,48.0,0,0,6.0,1974,33 698,3 800 000
"Härjedalsgatan 4, Karlshagen, Degerfors",59.2484055,14.4289427,109.0,852.0,68.0,0,0,4.0,1973,40 188,820 000
"Lidvägen 5, Sandsbro, Växjö",56.91009,14.8603649,146.0,819.0,None,0,0,5.0,1972,41 337,3 000 000
"Sjögestad Erikslund 1, Sjögestad, Linköpings",58.3604469,15.3443537,65.0,3813.0,None,0,0,4.0,1900,2 325,1 300 000
"Gamla Grycksbovägen 37, Stennäset, Falu",60.6349525,15.5962772,146.0,2440.0,17.0,0,0,5.0,1934,54 781,2 995 000
"Håstenslöv 1545, Teckomatorp, Svalövs",55.8556184723,13.1286159071,106.0,604.0,43.0,1,0,7.0,1909,55 019,1 700 000
"Häggatan 11, Brämhult, Borås",57.7304,13.00883,141.0,1043.0,27.0,0,0,6.0,1984,44 310,3 850 000
"Neptunusvägen 2, Storvreta, Uppsala",59.9597473,17.72067,129.0,547.0,None,0,0,6.0,1981,34 543,3 700 000
"Blåbärsstigen 6, Idre, Älvdalens",61.8610194244,12.7415480395,101.0,1122.0,16.0,0,0,4.0,1984,51 368,2 500 000
"Klarinettgatan 3, Svalöv, Svalövs",55.9218239835,13.1009674064,124.0,915.0,False,1,0,5.0,2018,55 945,3 300 000
"Lindvägen 24, Hallstavik, Norrtälje",60.0536766,18.6005573,130.0,1070.0,69.0,0,0,4.0,1944,22 800,2 477 000
"Gräv 43, Gräv, Gagnefs",60.6172656896,15.0517033228,210.0,2983.0,10.0,0,0,5.0,1922,32 436,3 510 000
"Gammelgårdsgatan 14, Kisa Centrum, Kinda",57.991966447,15.6265335795,107.0,832.0,60.0,0,0,4.0,1958,9 818,1 295 000
"Häggvägen 26, Blentarp, Sjöbo",55.6124003573,13.5465577206,61.0,3012.0,10.0,0,0,3.0,1952,36 563,1 050 000
"Rödslevägen 15, Rödsle, Oskarshamns",57.2720394424,16.4016271514,97.0,916.0,84.0,1,1,5.0,1965,18 040,1 500 000
"Östra Ansgarigatan 68, Limhamn, Malmö",55.5851936,12.9339561,55.0,107.0,None,0,0,3.0,1874,20 800,4 395 000
"Kuttorpsvägen 2, Gamleby, Västerviks",57.9022005093,16.4176061284,149.0,2440.0,42.0,0,1,6.0,1945,31 588,4 200 000
"Röttle 104, Röttle, Jönköpings",58.00319010665897,14.448430782379157,140.0,883.0,None,0,0,4.0,2010,37 992,5 700 000
"Hästskovägen 14, Strömsholm, Hallstahammars",59.52428923194002,16.23565669136517,130.0,1272.0,132.0,0,0,6.0,1974,49 500,2 500 000
"Granvägen 3, Åhus - Täppet, Kristianstads",55.936240960742545,14.289186788584647,167.0,970.0,10.0,1,0,6.0,1965,56 511,3 100 000
"Lilleväg 1, Klagstorp, Trelleborgs",55.3931673615,13.3765988319,140.0,204.0,25.0,0,0,6.0,None,45 208,1 710 000
"Södra Orrbyn 748, Råneå älvdal, Luleå",65.95142790885222,22.093407322639155,110.0,7260.0,20.0,1,1,5.0,1920,33 339,1 900 000
"Rådagatan 12, None, Kristinehamns",59.303709968338495,14.120410060068972,113.0,673.0,131.0,1,1,6.0,1943,23 898,2 100 000
"Mårdstigen 26, Brevik, Västerviks",57.77031309238533,16.6111265486256,118.0,624.0,80.0,0,0,6.0,1952,62 647,1 750 000
"Allyhillvägen 21, Sallerup, Malmö",55.602023608692534,13.119119675258455,120.0,589.0,None,0,0,5.0,None,35 000,2 235 000
"Villagatan 1, Brålanda, Vänersborgs",58.56009191828733,12.352785317321862,124.0,1016.0,54.0,0,0,None,1966,None,1 200 000
"Seglargatan 16, Lindö, Norrköpings",58.60329698917266,16.24995244810115,129.0,738.0,126.0,0,0,5.0,1971,43 100,5 400 000
"Skolgatan 8, Gullbrandstorp, Halmstads",56.701564174430146,12.73016135800822,112.0,944.0,112.0,0,0,4.0,1972,None,2 500 000
"Väskinde Skäggs 857, None, Gotlands",57.6952362,18.4351368,157.0,3186.0,None,0,0,5.0,1978,39 534,4 440 000
"Furuvägen 12, None, Överkalix",66.339386,22.8486881,130.0,968.0,65.0,0,0,4.0,1960,54 059,590 000
"Mässingvägen 1, Mellanvången, Kävlinge",55.765679248137936,13.025967074508564,135.0,596.0,None,0,0,5.0,2007,43 400,4 850 000
"Kvarnängsvägen 14, Svanberga, Norrtälje",59.8378563,18.6706886,129.0,2004.0,None,0,0,4.0,2022,37 440,3 850 000
"Björkgläntevägen 18, Onsala Fjordsidan, Kungsbacka",57.4412572051771,12.0477812312721,203.0,1018.0,None,0,0,6.0,1987,52 240,6 200 000
"Stenkumla Lilla Home 424, None, Gotlands",57.5463448,18.2296162,161.0,11420.0,None,0,0,6.0,1956,31 360,3 650 000
"Nymögatan 23, Bromölla, Bromölla",56.072477954,14.4760030338,100.0,888.0,100.0,0,0,4.0,1963,45 531,1 200 000
"Härstorp Kungaliden, None, Mullsjö",57.99265,13.83191,141.0,2565.0,None,0,0,6.0,1909,12 391,1 300 000
"Hjortshögsvägen 346, Mörarp, Helsingborgs",56.0690251868,12.8012255901,71.0,814.0,56.0,0,0,4.0,1953,15 666,1 350 000
"Oleby 482, Oleby, Torsby",60.1155030233,13.056961286,70.0,21240.0,22.0,1,1,5.0,1990,21 450,1 675 000
"Putsered 65, None, Laholms",56.5040474,13.4259014,68.0,2930.0,None,0,0,3.0,1969,14 629,1 275 000
"Visthusgatan 93, Vallby, Västerås",59.6272095377,16.4975887974,148.0,456.0,1.0,0,0,7.0,1969,42 470,2 700 000
"Banmästaregatan 19, Tomelilla, Tomelilla",55.5433481116,13.9457831349,195.0,534.0,70.0,0,0,7.0,1924,56 067,2 300 000
"Norrbyn 2, By Kyrkby, Avesta",60.20482,16.4648018,140.0,3935.0,6.0,0,0,5.0,1920,44 792,2 195 000
"Jonsbacken 7, Sågmyra, Falu",60.7143891537,15.3028769274,125.0,1996.0,62.0,1,1,6.0,1940,18 116,925 000
"Hödergatan 10, Eskilshem, Eskilstuna",59.3769146191,16.5316514739,94.0,524.0,88.0,1,0,5.0,1946,51 132,2 600 000
"Medgränd 2, Fasseröd, Uddevalla",58.3699773706,11.9066284601,126.0,516.0,10.0,0,0,5.0,1975,26 086,2 950 000
"Sjöledsgatan 16, Lindö, Norrköpings",58.602646725820776,16.26592402954864,120.0,499.0,5.0,1,0,4.0,1972,56 853,4 750 000
"Clementsgatan 18, Centralt, Trelleborgs",55.3808865313,13.1544010037,168.0,805.0,87.0,0,0,7.0,1937,37 943,3 550 000
"Karabyvägen 278-0, None, Kävlinge",55.81255841113431,13.05365038279772,104.0,534.0,None,0,0,5.0,1909,35 657,2 250 000
"Melongatan 12A, Uppsala, Uppsala",59.864987529706234,17.705890284014487,77.0,705.0,77.0,0,0,None,1948,36 105,5 950 000
"Skymningsvägen 8, Kristinehamns skärgård, Kristinehamns",59.305278984758274,14.062093672482767,96.0,1038.0,None,0,0,3.0,1900,None,3 900 000
"Gungbrinken 12, Solhem, Stockholms",59.375003704628384,17.892769476192285,225.0,951.0,129.0,1,0,11.0,1969,None,11 300 000
"Knektgatan 14, Romme, Borlänge",60.44076594887556,15.486709280913919,99.0,874.0,99.0,0,0,6.0,1957,40 828,2 810 000
"Tegelbruksbacken 6, Skutskär, Älvkarleby",60.59587819630522,17.459830621668555,123.0,2100.0,None,0,0,5.0,1909,43 000,1 250 000
"Hultavägen 56, Åsa - Hulta, Kungsbacka",57.3509779145212,12.1381114292847,155.0,1261.0,None,0,0,7.0,2010,29 706,4 675 000
"Lyngavägen 66, Gullbrandstorp, Halmstads",56.7132378,12.7255144,184.0,1122.0,None,0,0,6.0,1934,44 152,5 150 000
"Lärkvägen 35, Sösdala, Hässleholms",56.0451241,13.6786261,155.0,807.0,None,0,0,6.0,1973,30 991,1 650 000
"Möja Långvik 315, Möja, Värmdö",59.43815,18.9079,49.0,91537.0,None,0,0,3.0,1967,446,4 750 000
"Frillesås Sandväg 4, Frillesås, Kungsbacka",57.3165779,12.1535692,154.0,555.0,None,0,0,6.0,2002,47 700,10 000 000
"Rönnvägen 2, Torup, Hylte",56.9471739626397,13.0739426157587,89.0,821.0,89.0,0,0,5.0,1970,42 747,1 190 000
"Backslingan 16, Stensättra, Nykvarns",59.23256,17.3993587,64.0,2542.0,None,0,0,3.0,1963,34 665,1 945 000
"Lingonvägen 82, Ljugarn - Östra Gotland, Gotlands",57.3466835,18.73142,None,1495.0,None,0,0,None,None,None,3 995 000
"Dammgrens Väg 16, Sävedalen, Partille",57.71421,12.0767326,106.0,728.0,106.0,0,0,6.0,1971,43 762,6 100 000
"Medskogsvägen 11, None, Hudiksvalls",61.72249224817418,16.98148393217079,72.0,1388.0,72.0,0,0,3.0,1939,42 400,1 500 000
"Lotsvägen 6, Skummeslövsstrand, Laholms",56.4545746,12.9237509,50.0,406.0,None,0,0,2.0,2021,20 615,3 000 000
"Frölundaborgs allé 11, Kungsladugård, Göteborgs",57.6749535,11.9381781,173.0,805.0,76.0,0,0,8.0,1910,47 310,8 725 000
"Björklinge-Hammarby 88, Björklinge, Uppsala",60.043808,17.4703445,68.0,2324.0,2.0,0,0,4.0,1983,22 102,1 995 000
"Kävlingevägen 104, Vallkärra, Lunds",55.74007,13.1734476,200.0,561.0,25.0,0,0,8.0,1909,45 938,5 800 000
"Möllaregatan 10, Åby, Ljungby",56.9151085319654,14.0018606783596,161.0,1072.0,20.0,0,0,7.0,1972,54 569,1 875 000
"Tegelbruksvägen 10, Tuna, Hallstahammars",59.60869,16.2329941,172.0,1808.0,75.0,0,0,6.0,1953,47 135,2 750 000
"Siggedalsvägen 8, Ulvsunda, Stockholms",59.33975,17.965714,127.0,None,None,1,1,6.0,None,15 000,10 000 000
"Risänget 1, Sundborn, Falu",60.6860341322,15.8019255546,168.0,4483.0,None,1,0,7.0,1989,49 379,3 150 000
"Drivisvägen 14, Hökåsen, Västerås",59.6656032797,16.587431711,112.0,840.0,110.0,1,0,8.0,1973,37 110,4 120 000
"Doktorsvägen 6, Julita, Katrineholms",59.1474644616,16.0698451809,57.0,1265.0,57.0,0,0,3.0,1944,42 800,1 360 000
"Spångavägen 105C, Bromma Kyrka, Stockholms",59.3518001716,17.9172708533,199.0,673.0,78.0,0,0,7.0,1925,32 780,12 500 000
"Sörgärdsgatan 6, Vaggeryd, Vaggeryds",57.48956,14.1283979,114.0,1266.0,78.0,0,0,5.0,1955,45 589,1 000 000
"Saltviksvägen 9, Vansbro, Vansbro",60.5184492035,14.2272948674,84.0,1280.0,31.0,1,0,3.0,1913,38 529,755 000
"Erstorpsvägen 17, None, Hallsbergs",59.1352958163,15.3382921559,89.0,836.0,81.0,0,0,5.0,1969,34 565,2 060 000
"Fallen 408, Skärplinge, Tierps",60.4383549328,17.7551651844,76.0,19280.0,False,0,0,4.0,1929,33 877,1 200 000
"Albert Engströms väg 20, Hult, Eksjö",57.6401962429,15.1284852646,81.0,1015.0,81.0,1,0,3.0,1968,43 852,725 000
"Sjöstedts Väg 2, Tomelilla, Tomelilla",55.5484146932,13.940386628,97.0,1115.0,97.0,1,0,4.0,1952,41 800,1 400 000
"Kulturgatan 16 , None, Oskarshamns",57.1660384543,16.4549027378,125.0,1063.0,112.0,1,1,5.0,1939,25 232,1 155 000
"Säljansvägen 230A, Säljan, Sandvikens",60.5939867125,16.7397194026,110.0,1287.0,40.0,1,0,4.0,1930,60 690,3 000 000
"Villagatan 8A, Sollebrunn Med Omnejd, Alingsås",58.1229401283,12.5284189851,90.0,914.0,90.0,1,0,7.0,1968,52 693,1 700 000
"Väpplingstigen 79, Taberg, Jönköpings",57.66483,14.0770206,150.0,399.0,8.0,0,0,5.0,1974,57 772,2 625 000
"Teknikergatan 40, Sjöbo, Sjöbo",55.6385757823,13.7271090151,104.0,695.0,False,0,0,4.0,1989,26 330,2 295 000
"Tålebo 513, Blomstermåla, Mönsterås",57.0014775791,16.3618656061,None,780.0,None,0,0,2.0,1850,None,400 000
"Medlemsvägen 69, Enskede Gård, Stockholms",59.2923671064,18.0614883574,116.0,598.0,59.0,0,0,6.0,1927,50 830,12 450 000
"Åvägen 46, Fullersta, Huddinge",59.2495646819,17.9651263454,138.0,1559.0,None,1,1,5.0,1946,12 700,7 100 000
"Byvägen 7, Nyland, Kramfors",63.0013705144,17.7551058785,170.0,7573.0,87.0,0,0,6.0,1932,65 900,340 000
"Rävakulla 2236, Osby, Osby",56.4007995593,14.1364568821,58.0,463.0,17.0,0,0,4.0,1909,15 652,725 000
"Högsjöhult Björkäng 1, På landet, Eksjö",57.6730304175,15.0550706382,126.0,4828.0,None,0,0,4.0,1975,34 770,2 250 000
"Lövbergagatan 11, Hörnebo, Tibro",58.4046034604,14.1421956054,64.0,1500.0,57.0,0,0,3.0,1948,26 673,1 375 000
"Storön 892, Storön, Kalix",65.7211,23.07644,70.0,1780.0,None,0,0,3.0,1961,12 986,2 050 000
"Hjärtebackes väg 22, Gamla Näsby, Kristianstads",56.0529470589,14.1516203179,90.0,729.0,57.0,1,0,4.0,1954,26 369,1 585 000
"Skyttehagsvägen 1, Ljungnäs, Mönsterås",57.0289621695,16.44902735,107.0,915.0,107.0,0,0,4.0,1971,30 129,1 250 000
"Låglandsgatan 4A, Limhamn, Malmö",55.5777054,12.9192009,127.0,690.0,None,0,0,4.0,1960,47 425,6 445 000
"Södra Hunnamåla 35, Södra Småland, Tingsryds",56.4258537,14.8990192,201.0,1003.0,28.0,0,0,7.0,1971,67 805,1 495 000
"Stenviksvägen 17, Stenvik, Oxelösunds",58.6646797261,17.0832105596,90.0,4903.0,27.0,1,0,4.0,1916,None,8 300 000
"Smedjegatan 62, Vara, Vara",58.2608987013,12.9672598143,101.0,630.0,121.0,0,0,5.0,1969,38 857,1 300 000
"Tidanvägen 7, Tidan, Skövde",58.5744,14.007312,167.0,1420.0,132.0,1,0,6.0,1973,38 112,1 250 000
"Karlshammar 104, None, Mönsterås",57.1513824,16.4186382,176.0,7220.0,7.0,0,0,8.0,1928,36 800,2 800 000
"Lunda kyrkby 403, Skepptuna, Sigtuna",59.6661034,18.047163,257.0,1950.0,100.0,0,0,12.0,1932,69 414,4 500 000
"Lummevivägen 1, Edsbro, Norrtälje",59.8939687804,18.4530355732,80.0,2369.0,40.0,1,0,4.0,1965,12 420,1 380 000
"Hangarvägen 12, Kallinge, Ronneby",56.2545635913,15.2910590711,70.0,1006.0,65.0,0,0,3.0,1952,39 818,1 075 000
"Åsvägen 31, Österfärnebo, Sandvikens",60.305104435,16.8048647452,90.0,1268.0,65.0,0,0,4.0,1935,25 296,1 750 000
"Örnvägen 13, Berga, Kalmar",56.6989746,16.35982,117.0,901.0,87.0,0,0,5.0,1959,10 910,4 220 000
"Bolestad 4768, Klippan, Klippans",56.1936172888,13.0291357032,84.0,1114.0,84.0,0,0,3.0,1948,29 456,1 350 000
"Skogsvägen 23, Dalstorp, Tranemo",57.60612,13.5070133,140.0,942.0,53.0,0,0,8.0,1981,31 172,1 600 000
"Baggård 23, Nordmaling, Nordmalings",63.6386871,19.4181919,143.0,6290.0,20.0,0,0,6.0,1946,32 213,920 000
"Gråstensvägen 20, Arvidstorp, Falkenbergs",56.90947,12.4881935,118.0,888.0,99.0,0,0,6.0,1964,45 707,3 200 000
"Ivares väg 13, Vikarbyn, Rättviks",60.9154167,15.0128136,106.0,1597.0,25.0,0,0,4.0,1986,45 503,1 885 000
"Valnäs Åtorp 1, Segmon, Grums",59.2569,12.9889679,62.0,2046.0,None,0,0,2.0,1850,15 691,580 000
"Apelvägen 40, Stocksund, Danderyds",59.3826235357,18.0736166118,128.0,736.0,15.0,1,0,6.0,1913,42 500,12 250 000
"Lillängsvägen 14, Flacksta, Eskilstuna",59.37128709608403,16.446247706424046,180.0,1200.0,None,1,1,6.0,1984,58 502,4 145 000
"Ängemyrsgatan 18, Bengtsfors, Bengtsfors",59.04441046487007,12.23239384815474,110.0,770.0,135.0,1,0,5.0,1976,41 802,1 420 000
"Klockaregårdsvägen 28, None, Gnosjö",57.26093761649991,13.785237760899399,100.0,1113.0,60.0,0,0,None,1958,32 000,700 000
"Apelvägen 42, None, Danderyds",59.3823432706,18.0734976557,224.0,1302.0,116.0,0,0,8.0,1952,67 500,17 250 000
"Guldringen 2, Forsvallen, Gällivare",67.12577990027171,20.683975637272496,150.0,609.0,40.0,0,0,5.0,1978,38 939,2 500 000
"Lunnagatan 13, Södra, Lerums",57.75400739709455,12.254552551137758,116.0,1461.0,85.0,0,0,6.0,1946,30 731,5 300 000
"Daggstigen 35, Stuvsta, Huddinge",59.247448238149666,18.009728129895542,106.0,1379.0,24.0,0,0,4.0,1928,89 285,7 700 000
"Stångtjärnsvägen 251, Slätta, Falu",60.6210546148546,15.600168899127961,110.0,223.0,None,0,0,5.0,1975,49 687,3 000 000
"Skäpperöd 8412, Vollsjö, Hörby",55.75893097474053,13.862973858696161,73.0,784.0,1.0,1,0,3.0,1974,28 000,850 000
"Tunavägen 15, Österskär, Österåkers",59.468276265497124,18.29993367246311,114.0,810.0,107.0,1,0,8.0,1967,41 925,7 500 000
"Karlsbyheden 75, Sundborn, Falu",60.65268169362193,15.842104329441021,150.0,1493.0,98.0,0,0,7.0,1955,48 038,3 500 000
"Folkungavägen 11, Skoghall, Hammarö",59.322184941711086,13.487444920940623,116.0,1226.0,44.0,0,0,5.0,1946,49 000,3 595 000
"Båtvägen 69, Hammar, Hammarö",59.32554606299711,13.509835221796232,142.0,637.0,None,1,0,6.0,1980,35 381,2 995 000
"Månskenet 1, Stavvik, Nyköpings",58.89386299721506,16.88611657990888,90.0,1789.0,None,0,0,4.0,1975,30 634,2 300 000
"Forsaströmsgatan 11, None, Åtvidabergs",58.18147194817379,16.100040957835873,127.0,1727.0,43.0,0,0,5.0,1983,47 334,1 900 000
"Sahultsvägen 12, Hjorted, Västerviks",57.622796766235794,16.304549405277474,100.0,1403.0,68.0,0,0,5.0,1950,36 591,1 250 000
"Bliavägen 57, Munkfors, Munkfors",59.8261615521,13.539318514,88.0,2181.0,77.0,0,0,5.0,1948,40 900,330 000
"Bastvålen 17, Torsby, Torsby",60.283284600863546,12.849786603820416,68.0,2252.0,68.0,0,0,3.0,1952,None,380 000
"Norregöksvägen 49, Spånga Solhem, Stockholms",59.3820027851407,17.87260343557745,124.0,615.0,84.0,0,0,6.0,1945,42 465,8 275 000
"Tulpangatan 12, Grimmered, Göteborgs",57.67094393528419,11.89896199790397,149.0,575.4,50.0,1,1,8.0,1977,33 320,5 550 000
"Sjöbergs gränd 4, Västerljung, Trosa",58.92268635214194,17.454939503685647,154.0,985.0,86.0,0,0,9.0,1964,46 254,3 900 000
"Trädgårdsvägen 8, Hurva, Eslövs",55.79661298630632,13.441831106235119,117.0,915.0,24.0,1,0,4.0,1979,44 241,2 495 000
"Operettvägen 12, Borlänge, Borlänge",60.504999164208094,15.421284118199715,130.0,1096.0,130.0,0,0,6.0,1974,40 014,3 380 000
"Fuluälvsvägen 131, Sörsjön centralt, Malung-Sälens",61.409199013087495,13.074731126773626,65.0,2480.0,None,1,0,2.0,1964,30 502,975 000
"Långsjövägen 154, Älvsjö, Stockholms",59.26790632581773,17.97279316003301,186.0,906.0,24.0,0,1,5.0,1944,32 910,7 975 000
"Idrottsvägen 11, Hammarby Stadshage, Västerås",59.60229647352642,16.519187129038944,159.0,737.0,None,1,1,6.0,1919,54 818,4 700 000
"Blåklocksstigen 72, Järna, Södertälje",59.08490192634993,17.567165330335307,95.0,578.0,95.0,0,0,6.0,1969,43 012,3 600 000
"Åkerholmsgatan 6, Hällbacken, Luleå",65.62447835732945,22.194701243856475,129.0,1512.0,55.0,1,0,4.0,2020,None,5 820 000
"Borestigen 14, Luleå, Luleå",65.58572019178764,22.22730888856046,169.0,803.0,20.0,0,0,None,1975,46 810,3 000 000
"Skogsvägen 8B, Pilgrimstad, Bräcke",62.950079455945,15.0566644705845,116.0,440.0,None,0,0,4.0,1993,31 214,900 000
"Änga 230, ENÅNGER, Hudiksvalls",61.55631,16.9833679,85.0,1110.0,10.0,0,0,4.0,1940,17 906,575 000
"Södra Sjöbacken 5, Glanshammar, Örebro",59.297142,15.45957,97.0,1548.0,29.0,0,0,3.0,1974,50 900,2 850 000
"Klarälvsvägen 36, Bagarmossen, Stockholms",59.272377,18.1465054,85.0,676.0,86.0,0,0,6.0,1956,35 040,11 050 000
"Badelundavägen 4, Bromma - Norra Ängby, Stockholms",59.3447,17.9177685,95.0,544.0,64.0,0,0,5.0,1934,32 800,10 380 000
"Carl Johansgatan 47, Limhamn, Malmö",55.57972,12.9308977,69.0,107.0,18.0,0,0,3.0,1903,31 902,4 450 000
"Villagatan 10, Tierp, Tierps",60.3502846,17.5178757,131.0,1426.0,57.0,0,0,5.0,1932,66 262,3 000 000
"Ringgatan 6, Våxtorp, Laholms",56.4166451,13.1245937,105.0,1350.0,56.0,0,0,4.0,1961,48 360,1 300 000
"Friggas väg 7A, Ranviksterrassen, Båstads",56.4218,12.8348331,122.0,352.0,13.0,0,0,5.0,1989,32 323,4 700 000
"Åkerstigen 4, None, Gotlands",57.61603,18.2909756,110.0,999.0,54.0,0,0,5.0,1939,44 074,4 550 000
"Tumlebergsvägen 22, Tumleberg, Vara",58.2086823123119,12.8460137466037,103.0,3531.0,123.0,0,0,4.0,1978,33 362,1 495 000
"Lilla gränden 2, Bjuv, Bjuvs",56.0852913113264,12.9180888286155,70.0,389.0,9.0,0,0,3.0,1929,30 175,600 000
"Örtgatan 29, Lergärdet, Borlänge",60.51311,15.4164085,160.0,480.0,38.0,0,0,6.0,1969,39 898,2 000 000
"Tallvägen 18D, Sövde Skogsby, Sjöbo",55.59217,13.6616344,62.0,710.0,12.0,0,0,4.0,1969,19 361,1 400 000
"Östra Genastorp 3566, Östra Genastorp, Osby",56.34598,14.0113955,119.0,20156.0,55.0,0,0,6.0,1909,15 478,995 000
"Mandelvägen 18, Borsökna, Eskilstuna",59.335907,16.4404984,149.0,1011.0,28.0,0,0,7.0,1990,31 918,4 625 000
"Korpavik 403, Korpavik, Torsås",56.304428202986,16.014111707645,50.0,1030.0,None,0,0,3.0,1912,6 236,650 000
"Morängen 46, Almunge, Uppsala",59.8746452,18.08929,109.0,5526.0,16.0,0,0,4.0,1920,48 200,2 095 000
"Trangränd 2, Nynäs, Mönsterås",57.02348,16.462122,139.0,957.0,73.0,0,0,7.0,1978,40 000,2 100 000
"Allégatan 9, Hagaby, Örebro",59.2914,15.222497,100.0,837.0,None,0,0,5.0,1909,43 847,3 750 000
"Rusthållarvägen 217, Bagarmossen, Stockholms",59.2729721,18.1413364,70.0,515.0,70.0,0,0,6.0,1954,None,6 700 000
